comdistnm,jobstatusdesc,licencetypes,tradename,first_iss_dt,industry_sector,is_growth,community_volume,impact_weight,is_licensed,vitality_index,recent_growth_count,strategic_action
SHAWNESSY,Renewal Licensed,"ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",MOXIES,2001-06-01 00:00:00,Food & Beverage,0,160,1.95,0,0.06,943,MONITOR FRICTION
FOREST LAWN,Renewal Invoiced,"CHARITABLE ORGANIZATION,
FOOD SERVICE - PREMISES",ALEXANDRA COMMUNITY HEALTH CENTRE,2023-05-01 15:44:08,Food & Beverage,0,160,1.95,0,0.09,943,MONITOR FRICTION
MIDNAPORE,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",FACE & BODY WELLNESS CENTRE,2023-02-08 15:59:00,Retail Trade,0,163,1.99,0,0.11,894,MONITOR FRICTION
BURNS INDUSTRIAL,Pending Renewal,WHOLESALER,KEY BEAUTY SYSTEMS (WEST),2023-06-09 05:34:08,Wholesaler,0,204,2.49,0,0.08,73,URGENT INTERVENTION
DEER RIDGE,Renewal Licensed,"AMUSEMENT ARCADE,
ENTERTAINMENT ESTABLISHMENT,
ALCOHOL BEVERAGE SALES (DRINKING ESTABLISHMENT),
FOOD SERVICE - PREMISES",LIGHTHOUSE PUB,2001-06-01 00:00:00,Food & Beverage,0,65,0.79,0,0.12,943,STABLE OPERATIONS
FOOTHILLS,Renewal Licensed,"MANUFACTURER,
MOTOR VEHICLE REPAIR AND SERVICE (1)",ALLOY TRUCK EQUIPMENT,2024-01-18 14:03:02,Automotive,0,850,10.37,0,0.09,80,URGENT INTERVENTION
SOUTH AIRWAYS,Renewal Licensed,WHOLESALER,INTERNATIONAL DISTRIBUTION NETWORK CANADA,2001-06-01 00:00:00,Wholesaler,0,496,6.05,0,0.1,73,URGENT INTERVENTION
TUXEDO PARK,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",NAMSKAR INDIAN CUISINE,2003-09-04 05:35:16,Food & Beverage,0,156,1.9,0,0.1,943,MONITOR FRICTION
GREENVIEW INDUSTRIAL PARK,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),EXPERT AUTOMOTIVE,2007-04-03 05:35:19,Automotive,0,359,4.38,0,0.09,80,URGENT INTERVENTION
MEADOWLARK PARK,Renewal Invoiced,FOOD SERVICE - PREMISES (NO SEATING),A & W,2001-06-01 00:00:00,Food & Beverage,0,209,2.55,0,0.09,943,URGENT INTERVENTION
SADDLE RIDGE INDUSTRIAL,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),GOLD SEAL MECHANICAL,2004-02-20 13:56:39,Automotive,0,37,0.45,0,0.24,80,STABLE OPERATIONS
DOWNTOWN COMMERCIAL CORE,Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),HQCEC CANADA CO,2026-02-11 10:28:26,Construction & Trades,1,830,10.12,1,0.13,404,URGENT INTERVENTION
SKYLINE WEST,Renewal Licensed,MANUFACTURER,ALLIED METAL,2005-02-03 07:37:23,Manufacturer,0,84,1.02,0,0.05,72,STABLE OPERATIONS
HILLHURST,Renewal Licensed,PERSONAL SERVICE,PRETTY PEDI NAILS SPA,2019-11-27 15:33:25,Personal,0,247,3.01,0,0.17,449,URGENT INTERVENTION
STONEGATE LANDING,Renewal Invoiced,"WHOLESALER,
WAREHOUSING",E H PRICE SALES,2021-04-30 14:54:59,"Wholesaler,",0,62,0.76,0,0.23,8,STABLE OPERATIONS
NORTH AIRWAYS,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1),
WAREHOUSING",GOODWAY TIRE & AUTO SERVICES,2019-03-06 14:36:16,Retail Trade,0,247,3.01,0,0.1,894,URGENT INTERVENTION
ALYTH/BONNYBROOK,Renewal Licensed,MANUFACTURER,LEHIGH HANSON MATERIALS,2008-12-12 05:39:19,Manufacturer,0,223,2.72,0,0.1,72,URGENT INTERVENTION
GREAT PLAINS,Renewal Licensed,WHOLESALER,VESERIS,2021-08-10 15:47:15,Wholesaler,0,174,2.12,0,0.07,73,URGENT INTERVENTION
BRAESIDE,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",STREATS BRAESIDE KITCHEN,2022-10-04 14:44:11,Food & Beverage,0,36,0.44,0,0.11,943,STABLE OPERATIONS
WEST HILLHURST,Licensed,FOOD SERVICE - PREMISES (SEATING),IYYCBURG HILLHURST,2026-04-01 14:58:10,Food & Beverage,1,125,1.52,1,0.17,943,MONITOR FRICTION
MANCHESTER INDUSTRIAL,Renewal Licensed,RETAIL DEALER - PREMISES,ALLURE WINDOW FASHIONS,2018-03-15 05:31:59,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
MONTEREY PARK,Renewal Licensed,RETAIL DEALER - PREMISES,PET VALU,2016-11-15 11:24:52,Retail Trade,0,31,0.38,0,0.06,894,STABLE OPERATIONS
MAHOGANY,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
VAPE RETAILER",ONE STOP CONVENIENCE AND GROCERY STORE,2022-10-19 11:17:46,Food & Beverage,0,99,1.21,0,0.03,943,MONITOR FRICTION
SUNNYSIDE,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),86521 ENTERPRISES,2024-01-11 13:56:40,Retail Trade,0,98,1.2,0,0.13,894,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Licensed,"RETAIL DEALER - PREMISES,
WHOLESALER",THE SHERWIN-WILLIAMS COMPANY,2025-09-02 09:23:57,Retail Trade,1,827,10.09,1,0.1,894,URGENT INTERVENTION
GREENVIEW INDUSTRIAL PARK,Licensed,MOTOR VEHICLE DEALER - PREMISES,SELATO AUTO SALES,2026-04-09 08:21:36,Retail Trade,1,359,4.38,1,0.09,894,URGENT INTERVENTION
FOREST LAWN,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),KFC #1753,2012-11-27 14:22:13,Food & Beverage,0,160,1.95,0,0.09,943,MONITOR FRICTION
GREENWOOD/GREENBRIAR,Pending Renewal,RETAIL DEALER - PREMISES,VENOM AND VELVET STUDIO,2024-05-31 08:46:54,Retail Trade,0,45,0.55,0,0.16,894,STABLE OPERATIONS
SUNRIDGE,Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
PERSONAL SERVICE (FITNESS CONDITIONING)",KINGS FITNESS,2025-11-20 09:42:25,Food & Beverage,1,385,4.7,1,0.12,943,URGENT INTERVENTION
SPRUCE CLIFF,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),SPRUCE RIDGE ESTATES,2023-08-01 07:34:36,Retail Trade,0,48,0.59,0,0.02,894,STABLE OPERATIONS
HIGHWOOD,Pending Renewal,FOOD SERVICE - PREMISES (SEATING),YELLOW CHILLI INDIAN CUISINE,2024-06-19 13:15:51,Food & Beverage,0,26,0.32,0,0.12,943,STABLE OPERATIONS
RAMSAY,Pending Renewal,PERSONAL SERVICE,CANDOR SALON,2024-05-27 15:18:30,Personal,0,40,0.49,0,0.05,449,STABLE OPERATIONS
FOOTHILLS,Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),ADVANCED LEVEL SOLAR,2025-11-19 07:52:52,Construction & Trades,1,850,10.37,1,0.09,404,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),NUCASA DEVELOPMENTS,2025-11-21 12:29:38,Construction & Trades,1,830,10.12,1,0.13,404,URGENT INTERVENTION
BELTLINE,Renewal Licensed,MANUFACTURER,XSENSOR TECHNOLOGY,2013-01-23 05:35:52,Manufacturer,0,971,11.84,0,0.11,72,URGENT INTERVENTION
RIVERBEND,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES",VAPING THE WAY,2024-09-16 07:35:27,Retail Trade,0,45,0.55,0,0.04,894,STABLE OPERATIONS
FOREST LAWN INDUSTRIAL,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
PERSONAL SERVICE (FITNESS CONDITIONING)",PLANET FITNESS,2023-01-10 14:16:18,Food & Beverage,0,149,1.82,0,0.15,943,MONITOR FRICTION
EASTFIELD,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),MORGAN MOTORS,2024-06-06 11:00:51,Automotive,0,115,1.4,0,0.06,80,MONITOR FRICTION
OAKRIDGE,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),CORRADO'S AUTO REPAIR,2001-06-01 00:00:00,Automotive,0,50,0.61,0,0.16,80,STABLE OPERATIONS
SOUTH CALGARY,Renewal Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES",FRAME FOR LESS,2023-09-13 15:46:20,Retail Trade,0,198,2.41,0,0.22,894,URGENT INTERVENTION
DEER RIDGE,Renewal Licensed,RETAIL DEALER - PREMISES,DEER VALLEY FLORIST,2015-04-07 15:42:21,Retail Trade,0,65,0.79,0,0.12,894,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),PLUMBING & HEATING PARAMEDICS,2022-04-21 13:51:52,Construction & Trades,0,576,7.02,0,0.08,404,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,PERSONAL SERVICE (FITNESS CONDITIONING),101 ACADEMY,2017-10-12 09:57:30,Personal,0,850,10.37,0,0.09,449,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,HOTEL/MOTEL,COAST CALGARY DOWNTOWN HOTEL & SUITES BY APA,2022-04-08 15:07:00,Hotel/motel,0,830,10.12,0,0.13,0,URGENT INTERVENTION
MCCALL,Renewal Invoiced,CONTRACTOR,GOLD HOMES,2025-05-22 10:41:09,Construction & Trades,1,387,4.72,0,0.15,404,URGENT INTERVENTION
FALCONRIDGE,Pending Renewal,LIQUOR STORE,FALSHIRE LIQUOR STORE,2024-06-07 10:00:48,Liquor & Nightlife,0,57,0.7,0,0.12,37,STABLE OPERATIONS
WILLOW PARK,Licensed,RETAIL DEALER - PREMISES,ALBERTA BOOT COMPANY,2025-11-17 10:21:14,Retail Trade,1,313,3.82,1,0.1,894,URGENT INTERVENTION
STARFIELD,Renewal Licensed,"RETAIL DEALER - PREMISES,
WHOLESALER,
WAREHOUSING",ACCURISTIX,2019-11-26 11:14:49,Retail Trade,0,89,1.09,0,0.04,894,STABLE OPERATIONS
BELTLINE,Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),FOURTH STREET LOFTS,2025-12-18 11:15:58,Retail Trade,1,971,11.84,1,0.11,894,URGENT INTERVENTION
SHAWNESSY,Renewal Licensed,"RETAIL DEALER - PREMISES,
SALVAGE COLLECTOR (NO SALVAGE STORAGE WITHIN CALGARY),
MOTOR VEHICLE REPAIR AND SERVICE (1),
WHOLESALER",KAL TIRE #632,2012-04-13 12:56:40,Retail Trade,0,160,1.95,0,0.06,894,MONITOR FRICTION
SKYLINE WEST,Renewal Licensed,MANUFACTURER,TOMKO SPORTS SYSTEMS,2001-06-01 00:00:00,Manufacturer,0,84,1.02,0,0.05,72,STABLE OPERATIONS
HORIZON,Renewal Invoiced,MOTOR VEHICLE REPAIR AND SERVICE (1),CHD17 CUSTOMS,2025-05-01 09:25:48,Automotive,1,269,3.28,0,0.1,80,URGENT INTERVENTION
HORIZON,Renewal Licensed,FOOD SERVICE - PREMISES,CHOICE DISTRIBUTION,2020-05-11 11:33:10,Food & Beverage,0,269,3.28,0,0.1,943,URGENT INTERVENTION
SKYLINE EAST,Renewal Licensed,CONTRACTOR,TAF RESTORATIONS,2021-01-07 05:31:21,Construction & Trades,0,79,0.96,0,0.15,404,STABLE OPERATIONS
WESTWINDS,Licensed,"CLEANING SERVICE (COMMERCIAL & RESIDENTIAL),
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",2422459 ALBERTA,2025-11-04 10:04:34,Construction & Trades,1,366,4.46,1,0.22,404,URGENT INTERVENTION
CANYON MEADOWS,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),CANYON MEADOWS AUTO SERVICE,2006-01-18 08:54:48,Automotive,0,38,0.46,0,0.08,80,STABLE OPERATIONS
WESTWINDS,Pending Renewal,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),BLESS CONSTRUCTION,2025-06-17 07:41:27,Construction & Trades,1,366,4.46,0,0.22,404,URGENT INTERVENTION
BELTLINE,Pending Renewal,PERSONAL SERVICE (TATTOO),BLINK PERMANENT MAKEUP,2021-06-10 13:40:44,Personal,0,971,11.84,0,0.11,449,URGENT INTERVENTION
ROSSCARROCK,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),WESTLAND APARTMENTS,2001-06-01 00:00:00,Retail Trade,0,91,1.11,0,0.14,894,STABLE OPERATIONS
EDGEMONT,Pending Renewal,PERSONAL SERVICE,FREYA MEDISPA & WELLNESS,2017-06-15 12:52:20,Personal,0,52,0.63,0,0.04,449,STABLE OPERATIONS
ROYAL OAK,Renewal Licensed,"SCHOOL (PROV. NOT REQUIRED),
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",WESTERN CANADA MARTIAL ARTS ACADEMY,2017-11-10 13:59:00,Food & Beverage,0,12,0.15,0,0.0,943,STABLE OPERATIONS
RENFREW,Renewal Licensed,"SCHOOL (PROV. NOT REQUIRED),
RETAIL DEALER - PREMISES",LEROUX STUDIOS - LEROUX LOFT,2021-07-30 08:03:12,Retail Trade,0,71,0.87,0,0.15,894,STABLE OPERATIONS
FOOTHILLS,Renewal Invoiced,MANUFACTURER,GOLDRAY INDUSTRIES,2004-04-14 09:07:23,Manufacturer,0,850,10.37,0,0.09,72,URGENT INTERVENTION
SUNRIDGE,Pending Renewal,FOOD SERVICE - PREMISES (SEATING),JOTHI DOSA CORNER,2023-06-01 05:34:59,Food & Beverage,0,385,4.7,0,0.12,943,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",HAN COREA (MACLEOD),2024-01-11 13:03:21,Food & Beverage,0,827,10.09,0,0.1,943,URGENT INTERVENTION
ACADIA,Renewal Licensed,"CHARITABLE ORGANIZATION,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
TRADE SHOW (FACILITY)",ACADIA RECREATION COMPLEX,2001-06-01 00:00:00,Food & Beverage,0,198,2.41,0,0.14,943,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Pending Renewal,"PERSONAL SERVICE (TATTOO),
RETAIL DEALER - PREMISES",HOMESTEAD TATTOO,2022-06-28 15:59:36,Retail Trade,0,830,10.12,0,0.13,894,URGENT INTERVENTION
NORTH AIRWAYS,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
AUTO BODY SHOP,
MOTOR VEHICLE REPAIR AND SERVICE (1)",CANADIAN AUTO REPAIRS,2022-03-07 16:27:40,Retail Trade,0,247,3.01,0,0.1,894,URGENT INTERVENTION
CHINATOWN,Renewal Licensed,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",PEERLESS PEARL TEA SHOP,2013-03-19 05:34:52,Food & Beverage,0,152,1.85,0,0.12,943,MONITOR FRICTION
MILLRISE,Pending Renewal,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",FISH CREEK NISSAN,2014-06-19 08:55:42,Retail Trade,0,20,0.24,0,0.05,894,STABLE OPERATIONS
FAIRVIEW INDUSTRIAL,Renewal Licensed,"MANUFACTURER,
WHOLESALER",ADRIA INTERNATIONAL,2012-11-07 16:13:15,"Manufacturer,",0,325,3.96,0,0.1,3,URGENT INTERVENTION
INGLEWOOD,Pending Renewal,PERSONAL SERVICE,STUDIO SUEDE,2025-06-18 11:58:39,Personal,1,212,2.59,0,0.13,449,URGENT INTERVENTION
DOWNTOWN WEST END,Licensed,PERSONAL SERVICE,SANATA BEAUTY NAILS,2026-03-12 09:04:10,Personal,1,54,0.66,1,0.17,449,STABLE OPERATIONS
SCENIC ACRES,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",SCENIC GRANDE,2020-12-10 14:21:43,Food & Beverage,0,8,0.1,0,0.0,943,STABLE OPERATIONS
GOLDEN TRIANGLE,Licensed,"MANUFACTURER,
CONTRACTOR",POINT TO POINT STRUCTURES,2025-08-15 07:57:59,Construction & Trades,1,72,0.88,1,0.07,404,STABLE OPERATIONS
MERIDIAN,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),ONKAR TRUCK REPAIR SHOP,2008-12-05 05:36:44,Automotive,0,193,2.35,0,0.12,80,URGENT INTERVENTION
KINGSLAND,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),KINGSLAND GARDENS,2018-10-29 13:09:17,Retail Trade,0,124,1.51,0,0.08,894,MONITOR FRICTION
WEST SPRINGS,Renewal Licensed,LIQUOR STORE,ACE LIQUOR DISCOUNTER AT SPRINGBANK,2015-03-18 09:44:51,Liquor & Nightlife,0,113,1.38,0,0.23,37,MONITOR FRICTION
WEST SPRINGS,Pending Renewal,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",MASSAGE EXPERTS CALGARY GATEWAY,2020-07-02 07:19:36,Retail Trade,0,113,1.38,0,0.23,894,MONITOR FRICTION
HAYSBORO,Pending Renewal,"PHOTOGRAPHER,
RETAIL DEALER - PREMISES",CALGARY CUSTOM PHOTO SERVICES,2017-05-26 14:11:53,Retail Trade,0,212,2.59,0,0.13,894,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Pending Renewal,RETAIL DEALER - PREMISES,SML ENTERTAINMENT,2023-05-31 16:09:52,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
FALCONRIDGE,Renewal Licensed,PERSONAL SERVICE,FALCONRIDGE BARBER SHOP,2009-11-26 15:56:30,Personal,0,57,0.7,0,0.12,449,STABLE OPERATIONS
HUNTINGTON HILLS,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FUEL SALES/STORAGE,
FOOD SERVICE - PREMISES,
VAPE RETAILER",7-ELEVEN (CANADA STORE #37788),2016-11-03 14:48:16,Food & Beverage,0,54,0.66,0,0.09,943,STABLE OPERATIONS
CALGARY INTERNATIONAL AIRPORT,Pending Renewal,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",CHILIS TEXAS GRILL,2025-06-04 08:57:15,Food & Beverage,1,198,2.41,0,0.07,943,URGENT INTERVENTION
SIGNAL HILL,Pending Renewal,RETAIL DEALER - PREMISES,DANIADOWN QUILTS,2014-06-13 12:25:37,Retail Trade,0,139,1.7,0,0.08,894,MONITOR FRICTION
GREENVIEW INDUSTRIAL PARK,Renewal Invoiced,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),GATOR CONSTRUCTION GROUP,2022-05-17 14:54:49,Construction & Trades,0,359,4.38,0,0.09,404,URGENT INTERVENTION
WESTWINDS,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),RAJA K AUTO SERVICES,2021-10-24 20:21:35,Automotive,0,366,4.46,0,0.22,80,URGENT INTERVENTION
SUNALTA,Renewal Licensed,MANUFACTURER,COPY CELLAR,2001-06-01 00:00:00,Manufacturer,0,140,1.71,0,0.13,72,MONITOR FRICTION
GLAMORGAN,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",LUNAS WELLNESS,2024-10-28 10:33:40,Food & Beverage,0,54,0.66,0,0.06,943,STABLE OPERATIONS
MERIDIAN,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",LOLA'S FILIPINO KITCHEN,2009-03-12 13:49:14,Food & Beverage,0,193,2.35,0,0.12,943,URGENT INTERVENTION
SOUTH AIRWAYS,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",TIM HORTON DONUTS,2001-06-01 00:00:00,Food & Beverage,0,496,6.05,0,0.1,943,URGENT INTERVENTION
BURNS INDUSTRIAL,Pending Renewal,"SECONDHAND DEALER,
WHOLESALER",IRON CROW,2020-06-24 14:38:36,Retail Trade,0,204,2.49,0,0.08,894,URGENT INTERVENTION
VARSITY,Renewal Licensed,RETAIL DEALER - PREMISES,ARITZIA,2006-02-14 05:33:55,Retail Trade,0,259,3.16,0,0.1,894,URGENT INTERVENTION
TUXEDO PARK,Renewal Licensed,SCHOOL (PROV. NOT REQUIRED),BALLROOM & COUNTRY DANCE STUDIO,2014-02-15 05:32:39,School,0,156,1.9,0,0.1,52,MONITOR FRICTION
KINGSLAND,Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),UPTOWN RESIDENTIAL,2026-01-20 15:12:23,Retail Trade,1,124,1.51,1,0.08,894,MONITOR FRICTION
ACADIA,Pending Renewal,"DISTRIBUTION MANAGER,
WHOLESALER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",UPSCALE CONSTRUCTIONS,2025-07-03 15:50:11,Construction & Trades,1,198,2.41,0,0.14,404,URGENT INTERVENTION
RESIDUAL WARD 12 - SUB AREA 12A,Renewal Invoiced,"MANUFACTURER,
RETAIL DEALER - PREMISES,
WHOLESALER",TECH-WOOD,2024-05-21 14:32:29,Retail Trade,0,121,1.48,0,0.07,894,MONITOR FRICTION
TUXEDO PARK,Licensed,FOOD SERVICE - PREMISES (SEATING),VIET SOUL RESTAURANT,2025-11-03 15:34:44,Food & Beverage,1,156,1.9,1,0.1,943,MONITOR FRICTION
WINDSOR PARK,Renewal Licensed,"CHARITABLE ORGANIZATION,
FOOD SERVICE - PREMISES",WINDSOR PARK COMMUNITY,2001-06-01 00:00:00,Food & Beverage,0,64,0.78,0,0.2,943,STABLE OPERATIONS
STONEY 3,Licensed,RETAIL DEALER - PREMISES,VIVAH COLLECTION,2026-02-20 14:45:16,Retail Trade,1,250,3.05,1,0.28,894,URGENT INTERVENTION
EAST FAIRVIEW INDUSTRIAL,Licensed,RETAIL DEALER - PREMISES,COUCH9,2025-09-19 13:40:11,Retail Trade,1,151,1.84,1,0.06,894,MONITOR FRICTION
NOLAN HILL,Renewal Licensed,FOOD SERVICE - PREMISES,MALWA SWEET'S RESTAURANT,2024-07-22 13:41:57,Food & Beverage,0,53,0.65,0,0.08,943,STABLE OPERATIONS
ROYAL VISTA,Renewal Licensed,SCHOOL (PROV. NOT REQUIRED),GREAT MINDS ACADEMY,2019-02-25 16:55:22,School,0,169,2.06,0,0.08,52,URGENT INTERVENTION
FAIRVIEW INDUSTRIAL,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),COWBOYS ROOFING,2022-04-21 17:30:33,Construction & Trades,0,325,3.96,0,0.1,404,URGENT INTERVENTION
SIGNAL HILL,Pending Renewal,RETAIL DEALER - PREMISES,MARSHALLS,2020-05-27 08:25:45,Retail Trade,0,139,1.7,0,0.08,894,MONITOR FRICTION
SETON,Renewal Invoiced,"RETAIL DEALER - PREMISES,
PERSONAL SERVICE (MICROBLADING)",INK AND ARCH BEAUTY BY J,2025-04-11 07:43:24,Retail Trade,0,111,1.35,0,0.23,894,MONITOR FRICTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,ALARM AGENCY,RADIUS SECURITY,2022-11-24 10:13:26,Alarm,0,576,7.02,0,0.08,6,URGENT INTERVENTION
GREAT PLAINS,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),PARTS FOR TRUCKS,2001-06-01 00:00:00,Automotive,0,174,2.12,0,0.07,80,URGENT INTERVENTION
KINGSLAND,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",PHIL'S RESTAURANT,2001-06-01 00:00:00,Food & Beverage,0,124,1.51,0,0.08,943,MONITOR FRICTION
MANCHESTER INDUSTRIAL,Pending Renewal,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",GARAGE111 PERFORMANCE,2021-06-15 12:06:33,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
HIGHFIELD,Licensed,"DISTRIBUTION MANAGER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",TRUSPACE,2025-08-28 14:20:29,Construction & Trades,1,441,5.38,1,0.1,404,URGENT INTERVENTION
ALYTH/BONNYBROOK,Renewal Licensed,WHOLESALER,STURDY LADDER,2001-06-01 00:00:00,Wholesaler,0,223,2.72,0,0.1,73,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,"RETAIL DEALER - PREMISES,
WHOLESALER",WAYMAN SERVICES,2010-01-25 16:14:55,Retail Trade,0,576,7.02,0,0.08,894,URGENT INTERVENTION
EAST FAIRVIEW INDUSTRIAL,Renewal Licensed,"CHARITABLE ORGANIZATION,
SECONDHAND DEALER,
WHOLESALER",COMPUTER & ELECTRONIC DEPOT,2023-04-26 12:19:33,Retail Trade,0,151,1.84,0,0.06,894,MONITOR FRICTION
HORIZON,Renewal Licensed,MANUFACTURER,K W OPTICAL -- CALGARY,2019-01-28 09:28:29,Manufacturer,0,269,3.28,0,0.1,72,URGENT INTERVENTION
MARLBOROUGH PARK,Renewal Licensed,FULL SERVICE FOOD VEHICLE,FUSION BOX CGY-2020,2025-02-24 12:25:07,Food & Beverage,0,70,0.85,0,0.07,943,STABLE OPERATIONS
MANCHESTER,Pending Renewal,RETAIL DEALER - PREMISES,PHARMASAVE POPLAR CENTRE,2021-05-26 14:52:15,Retail Trade,0,165,2.01,0,0.15,894,URGENT INTERVENTION
MCCALL,Renewal Licensed,CONTRACTOR,MAXIMUM ELECTRIC SYSTEMS,2023-07-26 13:30:29,Construction & Trades,0,387,4.72,0,0.15,404,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,PERSONAL SERVICE,NAILS ON 130TH,2015-11-27 12:23:36,Personal,0,576,7.02,0,0.08,449,URGENT INTERVENTION
FOOTHILLS,Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),SMARTWAY HEAVY DUTY REPAIRS,2026-01-19 09:35:54,Automotive,1,850,10.37,1,0.09,80,URGENT INTERVENTION
BRENTWOOD,Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",CURLCLUB/YTHIS,2025-09-02 09:15:17,Retail Trade,1,182,2.22,1,0.12,894,URGENT INTERVENTION
SUNNYSIDE,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
VAPE RETAILER",A.N VAPES,2024-02-02 10:29:04,Retail Trade,0,98,1.2,0,0.13,894,STABLE OPERATIONS
SECTION 23,Pending Renewal,WHOLESALER,IPEX,2010-06-09 05:49:15,Wholesaler,0,50,0.61,0,0.06,73,STABLE OPERATIONS
WILLOW PARK,Renewal Licensed,RETAIL DEALER - PREMISES,DUTCH TOUCH FLORIST,2001-06-01 00:00:00,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
